Drug_ID,Drug_Name,Company,Region,Sale_Date,Approval_Date,Category,Units_Sold,Price_INR,Revenue_INR,Batch_Number,Manufacturing_Plant,Side_Effects_Reported,Clinical_Trial_Phase,Success_Rate,Regulatory_Status,Doctor_Prescriptions,Customer_Rating,Distribution_Channel,Country,Marketing_Spend_INR
270,Paracetamol,Sun Pharma,Central,2025-01-12 05:00:00,2016-09-24,Vaccine,410,9250.81,3792832.1,1395,Mumbai,37,Phase 4,83.97,Pending,26,3.8,Retail Pharmacy,India,4103643.47
271,,Torrent,EAST,2025-01-12 06:00:00,2018-09-17,Gastrointestinal,505,2842.31,1435366.55,4387,Ahmedabad,9,Phase 2,58.93,Approved,25,2.9,Distributor,India,1646445.63
272,Azithromycin,Sun Pharma, North Region,2025-01-12 07:00:00,2018-07-14,Cardiovascular,550,28160.45,15488247.5,3248,Pune,48,Phase 3,75.29,Approved,92,3.3,Hospital,India,3242996.0
273,Paracetamol,Dr. Reddy's,Central,2025-01-12 08:00:00,2021-06-16,Antidiabetic,484,10641.87,5150665.08,4748,Ahmedabad,14,Phase 2,61.99,Approved,79,2.1,Distributor,India,4977698.56
274,Metformin,Glenmark,East Zone,2025-01-12 09:00:00,2018-08-20,Analgesic,888,25163.75,22345410.0,2641,Mumbai,27,Phase 1,54.97,Approved,91,4.0,Distributor,India,4056556.11
275,Ciprofloxacin,Zydus,NORTH ,2025-01-12 10:00:00,2022-06-28,Cardiovascular,934,23030.36,21510356.24,3906,Pune,31,Phase 1,66.51,Approved,88,1.7,Distributor,India,2490026.73
276,Amlodipine,Zydus, east,2025-01-12 11:00:00,2017-08-29,Gastrointestinal,285,2130.43,607172.5499999999,1072,Hyderabad,8,Phase 1,82.0,Rejected,45,2.9,Online,India,4013120.51
277,Ciprofloxacin,Sun Pharma,Central,2025-01-12 12:00:00,2022-10-25,Antibiotic,750,39051.17,29288377.5,4344,Ahmedabad,27,Phase 1,73.12,Rejected,91,4.6,Retail Pharmacy,India,3031508.76
278,Amoxicillin,Cipla, North Region,2025-01-12 13:00:00,2019-06-29,Gastrointestinal,371,14046.94,5211414.74,4815,Bangalore,20,Phase 1,60.69,Approved,47,3.0,Retail Pharmacy,India,3909989.78
279,Ciprofloxacin,Biocon,WEST,2025-01-12 14:00:00,2017-10-11,Analgesic,80,32704.75,2616380.0,2513,Ahmedabad,7,Phase 4,60.03,Pending,47,4.6,Distributor,India,4072707.27
280,Amlodipine,Glenmark,East Zone,2025-01-12 15:00:00,2020-09-26,Gastrointestinal,988,16901.34,16698523.92,3148,Hyderabad,48,Phase 4,98.99,Approved,71,2.4,Online,India,2765325.49
281,Ciprofloxacin,Dr. Reddy's,East Zone,2025-01-12 16:00:00,2023-03-06,Antidiabetic,181,20001.38,3620249.78,1124,Hyderabad,34,Phase 2,99.75,Pending,33,4.1,Online,India,4676608.56
282,Paracetamol,Biocon, east,2025-01-12 17:00:00,2019-10-07,Analgesic,324,22728.5,7364034.0,1123,Ahmedabad,4,Phase 3,53.5,Pending,91,1.1,Hospital,India,3251820.01
283,Losartan,Glenmark,EAST,2025-01-12 18:00:00,2022-05-03,Antibiotic,998,26747.73,26694234.54,1062,Mumbai,13,Phase 1,84.85,Pending,26,3.3,Retail Pharmacy,India,1014987.13
284,Metformin,Dr. Reddy's,north,2025-01-12 19:00:00,2023-07-30,Vaccine,159,29239.86,4649137.74,2218,Mumbai,10,Phase 1,61.64,Pending,30,4.7,Distributor,India,1548588.51
285,Atorvastatin,Cipla,west region,2025-01-12 20:00:00,2022-06-18,Antidiabetic,726,26554.95,19278893.7,4722,Bangalore,24,Phase 3,71.66,Rejected,97,1.4,Hospital,India,1092452.21
286,Omeprazole,Torrent,north,2025-01-12 21:00:00,2019-11-08,Vaccine,930,25512.53,23726652.9,2328,Hyderabad,36,Phase 2,58.92,Pending,93,3.6,Retail Pharmacy,India,699289.96
287,Atorvastatin,Lupin,north,2025-01-12 22:00:00,2021-09-02,Antidiabetic,728,15245.24,11098534.72,2594,Pune,8,Phase 4,80.81,Pending,78,4.5,Retail Pharmacy,India,211547.23
288,Ciprofloxacin,Cadila,north,2025-01-12 23:00:00,2024-04-02,Vaccine,109,34197.33,3727508.97,3537,Pune,11,Phase 1,68.46,Rejected,78,1.7,Retail Pharmacy,India,1700597.97
289,Losartan,Glenmark,Central,2025-01-13 00:00:00,2024-01-15,Gastrointestinal,479,23737.51,11370267.29,1654,Ahmedabad,12,Phase 3,76.51,Rejected,71,3.4,Online,India,474906.61
290,Ibuprofen,Lupin,EAST,2025-01-13 01:00:00,2020-08-23,Antibiotic,333,17572.29,5851572.57,3990,Mumbai,24,Phase 4,91.15,Pending,23,1.9,Hospital,India,374700.63
291,Amlodipine,Aurobindo,Central,2025-01-13 02:00:00,2021-05-12,Antidiabetic,649,26645.21,17292741.29,2446,Pune,38,Phase 2,76.07,Pending,82,2.0,Retail Pharmacy,India,1799272.41
292,Azithromycin,Dr. Reddy's,SOUTH,2025-01-13 03:00:00,2016-04-24,Gastrointestinal,784,10676.62,8370470.080000001,1198,Mumbai,12,Phase 2,92.39,Rejected,93,3.0,Retail Pharmacy,India,2353959.98
293,Ibuprofen,Dr. Reddy's,Central,2025-01-13 04:00:00,2024-04-22,Gastrointestinal,508,1477.97,750808.76,4561,Ahmedabad,38,Phase 1,59.88,Rejected,60,3.9,Online,India,1542230.01
294,Ibuprofen,Lupin,SOUTH,2025-01-13 05:00:00,2022-01-25,Gastrointestinal,636,26549.58,16885532.880000003,4453,Bangalore,6,Phase 4,88.43,Pending,54,1.4,Online,India,2177334.34
295,Azithromycin,Aurobindo, east,2025-01-13 06:00:00,2021-07-15,Vaccine,793,88.86,70465.98,2530,Mumbai,49,Phase 4,60.11,Rejected,40,3.8,Distributor,India,3722460.9
296,Amlodipine,Zydus,EAST,2025-01-13 07:00:00,2023-06-19,Cardiovascular,239,18318.34,4378083.26,1489,Bangalore,27,Phase 2,86.39,Rejected,40,1.4,Online,India,4156625.38
297,Amlodipine,Sun Pharma, east,2025-01-13 08:00:00,2021-09-04,Antidiabetic,542,24408.24,13229266.08,2201,Hyderabad,24,Phase 2,89.31,Approved,56,2.0,Retail Pharmacy,India,4374738.43
298,Losartan,Glenmark,west region,2025-01-13 09:00:00,2015-08-04,Analgesic,874,12610.17,11021288.58,3706,Mumbai,9,Phase 2,73.54,Approved,17,2.2,Distributor,India,1929554.37
299,Ibuprofen,Lupin,WEST,2025-01-13 10:00:00,2018-04-11,Antibiotic,262,7589.33,1988404.46,3819,Bangalore,24,Phase 4,67.59,Rejected,71,3.4,Hospital,India,3281911.83
300,Paracetamol,Lupin,Central,2025-01-13 11:00:00,2023-11-10,Antidiabetic,410,31785.75,13032157.5,1855,Hyderabad,32,Phase 4,79.46,Pending,58,4.3,Online,India,3377082.46
301,Metformin,Lupin,SOUTH,2025-01-13 12:00:00,2017-08-29,Antidiabetic,406,25486.02,10347324.12,2220,Mumbai,12,Phase 1,87.4,Pending,40,3.8,Retail Pharmacy,India,595744.89
302,Ibuprofen,Sun Pharma,south ,2025-01-13 13:00:00,2016-09-07,Analgesic,419,13270.56,5560364.64,3961,Pune,4,Phase 4,62.77,Pending,50,1.1,Hospital,India,1272229.45
303,Ciprofloxacin,Torrent,Central,2025-01-13 14:00:00,2023-10-21,Gastrointestinal,696,30777.07,21420840.72,4792,Bangalore,34,Phase 3,87.51,Rejected,99,1.1,Online,India,2863061.24
304,Losartan,Dr. Reddy's,souTh,2025-01-13 15:00:00,2018-07-28,Cardiovascular,849,21467.45,18225865.05,4746,Hyderabad,18,Phase 3,71.3,Approved,27,2.1,Online,India,3467025.79
305,Azithromycin,Dr. Reddy's,Central,2025-01-13 16:00:00,2020-11-11,Analgesic,779,22376.57,17431348.03,4431,Bangalore,8,Phase 4,81.44,Pending,17,3.4,Online,India,1054469.93
306,Amoxicillin,Cadila,West ,2025-01-13 17:00:00,2016-08-18,Vaccine,619,27861.2,17246082.8,4740,Mumbai,20,Phase 2,78.45,Rejected,90,2.5,Retail Pharmacy,India,1172439.04
307,Paracetamol,Glenmark, east,2025-01-13 18:00:00,2018-11-30,Vaccine,903,4609.29,4162188.87,3299,Mumbai,11,Phase 4,57.4,Rejected,53,2.1,Online,India,1722341.22
308,Ibuprofen,Biocon, North Region,2025-01-13 19:00:00,2018-12-15,Gastrointestinal,382,18216.92,6958863.44,4037,Bangalore,0,Phase 2,53.64,Approved,57,2.9,Hospital,India,1823780.26
309,Losartan,Biocon,NORTH ,2025-01-13 20:00:00,2016-09-12,Antidiabetic,173,30750.0,5319750.0,1906,Pune,30,Phase 4,84.28,Pending,86,2.2,Distributor,India,2682591.27
310,Amoxicillin,Dr. Reddy's,SOUTH,2025-01-13 21:00:00,2019-05-15,Antidiabetic,407,21153.86,8609621.02,3784,Ahmedabad,20,Phase 2,97.37,Approved,37,1.5,Online,India,507809.96
311,Amoxicillin,Dr. Reddy's,north,2025-01-13 22:00:00,2019-01-11,Analgesic,599,19895.54,11917428.46,3082,Pune,49,Phase 3,55.32,Rejected,81,1.4,Retail Pharmacy,India,3160280.21
312,Losartan,Torrent,west region,2025-01-13 23:00:00,2023-12-28,Cardiovascular,298,23481.75,6997561.5,3593,Pune,35,Phase 2,84.73,Rejected,84,1.7,Hospital,India,4856921.16
313,Omeprazole,Sun Pharma,souTh,2025-01-14 00:00:00,2018-07-27,Vaccine,162,4183.68,677756.16,4884,Bangalore,44,Phase 3,91.99,Approved,81,2.2,Online,India,537255.76
314,Metformin,Glenmark,west region,2025-01-14 01:00:00,2015-10-17,Antibiotic,176,20841.18,3668047.68,3181,Bangalore,38,Phase 2,65.63,Approved,81,2.3,Online,India,466064.67
315,Atorvastatin,Cadila,SOUTH,2025-01-14 02:00:00,2020-07-18,Antidiabetic,317,36854.36,11682832.12,4399,Ahmedabad,11,Phase 3,73.78,Pending,21,4.6,Online,India,2208745.93
316,Ciprofloxacin,Lupin,Central,2025-01-14 03:00:00,2019-08-26,Antidiabetic,501,39357.63,19718172.63,2024,Pune,45,Phase 1,65.71,Pending,75,4.1,Distributor,India,2167507.57
317,Metformin,Torrent,west region,2025-01-14 04:00:00,2019-11-24,Antidiabetic,177,13067.56,2312958.12,3647,Mumbai,40,Phase 2,85.37,Pending,22,4.7,Distributor,India,620462.16
318,Metformin,Cadila,north,2025-01-14 05:00:00,2020-08-30,Antibiotic,490,5625.4,2756446.0,2147,Mumbai,8,Phase 1,83.62,Rejected,60,1.6,Online,India,1056049.32
319,Atorvastatin,Aurobindo,Central,2025-01-14 06:00:00,2017-10-26,Gastrointestinal,841,33889.79,28501313.39,3153,Pune,14,Phase 4,67.9,Rejected,47,3.4,Hospital,India,2846261.79
320,Ibuprofen,Cipla,south ,2025-01-14 07:00:00,2020-05-27,Vaccine,169,36725.78,6206656.819999999,2346,Mumbai,5,Phase 1,99.11,Rejected,71,4.9,Hospital,India,317752.1
321,Losartan,Lupin,NORTH ,2025-01-14 08:00:00,2015-06-15,Gastrointestinal,96,15884.63,1524924.48,2080,Bangalore,31,Phase 1,91.02,Pending,50,2.4,Online,India,4474533.09
322,Paracetamol,Aurobindo,NORTH ,2025-01-14 09:00:00,2019-07-19,Gastrointestinal,50,25782.77,1289138.5,1884,Ahmedabad,12,Phase 4,52.32,Pending,41,2.7,Retail Pharmacy,India,1228491.31
323,Amlodipine,Cipla, east,2025-01-14 10:00:00,2016-05-16,Vaccine,745,22451.7,16726516.5,1487,Bangalore,3,Phase 4,86.66,Rejected,24,1.7,Retail Pharmacy,India,3704157.75
324,Atorvastatin,Biocon, east,2025-01-14 11:00:00,2022-10-20,Analgesic,552,26155.47,14437819.44,1106,Pune,29,Phase 3,55.19,Pending,50,5.0,Distributor,India,120536.13
325,Metformin,Cipla,WEST,2025-01-14 12:00:00,2017-03-08,Antidiabetic,64,7810.41,499866.24,4018,Bangalore,37,Phase 3,62.51,Pending,41,2.4,Distributor,India,3502824.89
326,Ibuprofen,Biocon,Central,2025-01-14 13:00:00,2019-02-21,Vaccine,892,26792.45,23898865.4,3703,Ahmedabad,49,Phase 2,88.43,Pending,49,4.1,Retail Pharmacy,India,2043862.39
327,Amoxicillin,Glenmark,SOUTH,2025-01-14 14:00:00,2016-11-01,Antidiabetic,744,38391.73,28563447.12,1052,Mumbai,20,Phase 1,70.68,Rejected,48,4.1,Hospital,India,1767269.5
328,Omeprazole,Biocon, east,2025-01-14 15:00:00,2018-01-09,Antibiotic,464,2483.27,1152237.28,3276,Hyderabad,21,Phase 1,68.22,Pending,43,1.3,Online,India,190650.51
329,Losartan,Biocon,Central,2025-01-14 16:00:00,2018-07-25,Antibiotic,897,16387.72,14699784.840000002,2427,Mumbai,32,Phase 3,98.45,Approved,45,1.5,Retail Pharmacy,India,2115239.71
330,Omeprazole,Glenmark,souTh,2025-01-14 17:00:00,2019-03-20,Antidiabetic,845,38998.12,32953411.4,1345,Pune,24,Phase 1,70.26,Pending,11,3.7,Retail Pharmacy,India,1526302.28
331,Amlodipine,Torrent, North Region,2025-01-14 18:00:00,2016-07-13,Vaccine,352,30051.77,10578223.04,3821,Mumbai,28,Phase 2,62.81,Rejected,61,3.2,Distributor,India,1451358.49
332,Omeprazole,Zydus,SOUTH,2025-01-14 19:00:00,2020-11-13,Cardiovascular,856,17582.12,15050294.72,3865,Hyderabad,21,Phase 1,91.09,Rejected,59,2.0,Online,India,1071385.52
333,Omeprazole,Aurobindo,north,2025-01-14 20:00:00,2022-09-07,Gastrointestinal,434,37203.44,16146292.96,2170,Pune,15,Phase 2,74.36,Approved,18,4.3,Distributor,India,4429611.3
334,Losartan,Biocon,EAST,2025-01-14 21:00:00,2018-09-01,Antibiotic,99,35399.46,3504546.54,1241,Ahmedabad,10,Phase 3,83.13,Rejected,14,3.4,Online,India,3661780.48
335,Metformin,Sun Pharma, North Region,2025-01-14 22:00:00,2024-11-03,Antidiabetic,973,11240.92,10937415.16,4555,Mumbai,29,Phase 1,56.75,Rejected,67,1.6,Distributor,India,329247.72
336,Losartan,Sun Pharma, east,2025-01-14 23:00:00,2023-10-07,Antidiabetic,535,33049.36,17681407.6,2013,Hyderabad,41,Phase 1,66.52,Approved,70,1.2,Hospital,India,713933.54
337,Ciprofloxacin,Aurobindo,Central,2025-01-15 00:00:00,2022-02-04,Antibiotic,74,20346.53,1505643.22,4733,Bangalore,10,Phase 3,78.78,Rejected,38,4.3,Online,India,1137695.14
338,Omeprazole,Zydus,west region,2025-01-15 01:00:00,2018-07-23,Antidiabetic,769,18894.89,14530170.41,2909,Bangalore,37,Phase 1,98.99,Approved,37,4.1,Online,India,3315599.67
339,Ciprofloxacin,Glenmark,souTh,2025-01-15 02:00:00,2016-02-18,Antidiabetic,948,25238.09,23925709.32,1516,Hyderabad,28,Phase 1,68.37,Pending,42,4.2,Hospital,India,4052004.01
340,Ibuprofen,Cipla,Central,2025-01-15 03:00:00,2022-01-20,Gastrointestinal,221,21083.09,4659362.89,2970,Ahmedabad,47,Phase 2,73.51,Approved,15,3.8,Online,India,1774606.71
341,Amlodipine,Sun Pharma,East Zone,2025-01-15 04:00:00,2021-02-09,Antibiotic,972,15842.32,15398735.04,2243,Hyderabad,48,Phase 4,58.93,Rejected,59,4.1,Hospital,India,3914633.74
342,Atorvastatin,Aurobindo,north,2025-01-15 05:00:00,2017-11-11,Analgesic,151,39721.06,5997880.06,4639,Bangalore,36,Phase 3,77.97,Pending,76,2.5,Hospital,India,912898.53
343,,Sun Pharma,East Zone,2025-01-15 06:00:00,2015-06-03,Antidiabetic,652,5530.14,3605651.28,1609,Ahmedabad,16,Phase 4,56.15,Pending,99,1.6,Distributor,India,2077590.87
344,Amlodipine,Biocon,Central,2025-01-15 07:00:00,2017-12-04,Cardiovascular,446,10998.6,4905375.600000001,3847,Ahmedabad,25,Phase 2,87.62,Approved,56,3.8,Online,India,2611000.97
345,Metformin,Lupin,East Zone,2025-01-15 08:00:00,2023-08-03,Cardiovascular,465,35129.34,16335143.099999998,2287,Ahmedabad,38,Phase 1,86.32,Approved,43,1.5,Online,India,4710327.26
346,Ciprofloxacin,Glenmark,WEST,2025-01-15 09:00:00,2024-04-19,Antidiabetic,315,4454.53,1403176.95,4870,Pune,13,Phase 4,84.77,Rejected,85,3.3,Retail Pharmacy,India,349470.2
347,Azithromycin,Glenmark,south ,2025-01-15 10:00:00,2018-11-27,Antibiotic,342,26064.56,8914079.52,3374,Hyderabad,34,Phase 3,93.33,Pending,33,2.9,Retail Pharmacy,India,1868184.18
348,Amlodipine,Cadila,SOUTH,2025-01-15 11:00:00,2023-05-07,Cardiovascular,672,8762.82,5888615.04,2701,Pune,35,Phase 1,92.22,Rejected,21,4.2,Online,India,4123741.33
349,Metformin,Aurobindo,EAST,2025-01-15 12:00:00,2019-01-24,Antibiotic,78,5814.63,453541.14,2212,Ahmedabad,10,Phase 1,92.97,Pending,30,4.1,Retail Pharmacy,India,859018.9
350,Losartan,Lupin,south ,2025-01-15 13:00:00,2021-07-09,Vaccine,14,33847.82,473869.48,3033,Bangalore,34,Phase 2,92.26,Rejected,72,3.2,Distributor,India,2324190.62
351,Losartan,Torrent,west region,2025-01-15 14:00:00,2022-10-27,Vaccine,794,14291.63,11347554.22,2819,Hyderabad,13,Phase 3,78.03,Pending,63,1.8,Retail Pharmacy,India,106257.77
352,Metformin,Cipla,Central,2025-01-15 15:00:00,2020-01-23,Gastrointestinal,556,2685.23,1492987.88,3277,Mumbai,49,Phase 4,56.27,Pending,78,1.4,Retail Pharmacy,India,2389483.52
353,Omeprazole,Cipla,Central,2025-01-15 16:00:00,2017-08-11,Vaccine,17,19593.07,333082.19,2904,Mumbai,33,Phase 3,98.14,Rejected,20,4.1,Retail Pharmacy,India,2699034.43
354,Omeprazole,Biocon,Central,2025-01-15 17:00:00,2015-01-19,Antidiabetic,398,8224.83,3273482.34,3867,Ahmedabad,39,Phase 3,55.62,Rejected,77,1.8,Distributor,India,1209134.24
355,Atorvastatin,Dr. Reddy's,NORTH ,2025-01-15 18:00:00,2022-05-25,Gastrointestinal,327,7951.52,2600147.04,4586,Ahmedabad,39,Phase 3,82.26,Rejected,55,2.6,Distributor,India,3113843.3
356,Amlodipine,Zydus,Central,2025-01-15 19:00:00,2015-07-09,Analgesic,42,6250.52,262521.84,1776,Pune,32,Phase 3,73.13,Rejected,95,4.4,Hospital,India,1421730.91
357,Amlodipine,Biocon,East Zone,2025-01-15 20:00:00,2020-06-20,Vaccine,990,29467.68,29173003.2,1898,Bangalore,21,Phase 3,51.6,Pending,25,3.7,Online,India,2836210.61
358,Amlodipine,Biocon,SOUTH,2025-01-15 21:00:00,2020-01-08,Vaccine,608,2935.91,1785033.2799999998,2270,Mumbai,7,Phase 3,99.86,Pending,32,3.8,Retail Pharmacy,India,4819136.42
359,Omeprazole,Dr. Reddy's,EAST,2025-01-15 22:00:00,2024-07-27,Antidiabetic,500,13179.28,6589640.0,3882,Hyderabad,6,Phase 1,87.43,Rejected,36,4.0,Online,India,108221.44
360,Ibuprofen,Zydus,Central,2025-01-15 23:00:00,2024-10-11,Gastrointestinal,578,22947.28,13263527.84,2942,Hyderabad,13,Phase 4,97.63,Pending,70,1.2,Online,India,1513177.85
361,Metformin,Glenmark,Central,2025-01-16 00:00:00,2018-01-17,Cardiovascular,409,25573.51,10459565.59,3669,Ahmedabad,42,Phase 4,80.39,Rejected,74,2.0,Distributor,India,561208.18
362,Azithromycin,Torrent,NORTH ,2025-01-16 01:00:00,2023-07-30,Cardiovascular,76,7293.32,554292.32,4809,Hyderabad,12,Phase 2,91.0,Approved,90,3.0,Online,India,3601476.1
363,Azithromycin,Cipla,East Zone,2025-01-16 02:00:00,2019-06-18,Vaccine,568,27076.45,15379423.6,3202,Ahmedabad,42,Phase 2,93.03,Approved,58,2.9,Retail Pharmacy,India,77362.25
364,Atorvastatin,Dr. Reddy's,West ,2025-01-16 03:00:00,2018-10-13,Cardiovascular,14,14889.26,208449.64,3353,Pune,10,Phase 2,72.46,Approved,18,2.7,Retail Pharmacy,India,661429.2
365,Losartan,Cipla,NORTH ,2025-01-16 04:00:00,2019-08-21,Analgesic,126,20591.13,2594482.3800000004,4704,Mumbai,8,Phase 2,53.91,Approved,45,4.3,Hospital,India,1307967.56
366,Metformin,Zydus,Central,2025-01-16 05:00:00,2022-02-12,Gastrointestinal,606,7230.77,4381846.62,1734,Bangalore,0,Phase 4,95.15,Pending,55,3.5,Hospital,India,4127189.11
367,Losartan,Cipla,West ,2025-01-16 06:00:00,2021-09-09,Gastrointestinal,143,16859.55,2410915.65,3010,Ahmedabad,11,Phase 4,98.92,Approved,11,1.0,Retail Pharmacy,India,1596495.1
368,Losartan,Zydus,north,2025-01-16 07:00:00,2018-03-03,Antidiabetic,685,2311.87,1583630.95,2472,Hyderabad,19,Phase 3,54.6,Pending,26,1.2,Hospital,India,2302228.59
369,Amlodipine,Cadila,East Zone,2025-01-16 08:00:00,2021-04-05,Cardiovascular,910,29685.54,27013841.4,4766,Pune,28,Phase 1,56.5,Approved,13,3.2,Retail Pharmacy,India,3945357.03
370,Losartan,Lupin,EAST,2025-01-16 09:00:00,2023-04-14,Antidiabetic,189,7555.92,1428068.88,2850,Ahmedabad,36,Phase 3,93.02,Approved,42,1.2,Hospital,India,300982.65
371,Amlodipine,Torrent,West ,2025-01-16 10:00:00,2016-01-31,Antibiotic,534,1672.2,892954.8,4099,Mumbai,36,Phase 2,70.24,Pending,78,4.2,Hospital,India,1638815.68
372,Metformin,Biocon,SOUTH,2025-01-16 11:00:00,2017-12-13,Vaccine,35,11270.56,394469.6,2450,Hyderabad,41,Phase 3,73.13,Rejected,81,4.8,Retail Pharmacy,India,1571519.69
373,Paracetamol,Biocon,West ,2025-01-16 12:00:00,2015-11-18,Analgesic,528,30805.98,16265557.44,1055,Hyderabad,23,Phase 3,80.04,Rejected,87,2.4,Distributor,India,769979.2
374,Omeprazole,Torrent,west region,2025-01-16 13:00:00,2022-02-07,Vaccine,862,23810.39,20524556.18,3933,Pune,33,Phase 4,55.4,Approved,97,2.9,Retail Pharmacy,India,3588107.86
375,Amoxicillin,Cipla,souTh,2025-01-16 14:00:00,2022-02-10,Antidiabetic,259,7711.43,1997260.37,4956,Pune,42,Phase 2,64.38,Pending,80,3.4,Distributor,India,451328.77
376,Amoxicillin,Dr. Reddy's,north,2025-01-16 15:00:00,2022-08-18,Antibiotic,681,33341.41,22705500.21,1748,Mumbai,6,Phase 4,59.69,Rejected,28,4.8,Distributor,India,1689644.02
377,Amoxicillin,Torrent,Central,2025-01-16 16:00:00,2017-04-28,Antibiotic,234,19452.49,4551882.66,4807,Hyderabad,47,Phase 4,64.7,Pending,29,3.4,Online,India,2320985.25
378,Losartan,Torrent, North Region,2025-01-16 17:00:00,2023-01-20,Analgesic,336,6918.65,2324666.4,4676,Ahmedabad,49,Phase 4,79.9,Rejected,52,4.6,Distributor,India,520521.36
379,Omeprazole,Dr. Reddy's,EAST,2025-01-16 18:00:00,2021-08-04,Cardiovascular,782,10597.36,8287135.52,3717,Bangalore,22,Phase 4,51.83,Approved,57,3.1,Online,India,557700.08
380,Atorvastatin,Lupin,West ,2025-01-16 19:00:00,2023-04-19,Antibiotic,959,37990.48,36432870.32,2807,Bangalore,20,Phase 4,64.45,Pending,26,1.6,Hospital,India,1459404.19
381,Omeprazole,Cadila,SOUTH,2025-01-16 20:00:00,2015-05-25,Cardiovascular,160,27057.93,4329268.8,2310,Mumbai,38,Phase 3,70.84,Approved,34,1.8,Distributor,India,4643407.36
382,Azithromycin,Glenmark,south ,2025-01-16 21:00:00,2022-03-11,Antidiabetic,640,25199.39,16127609.6,4574,Bangalore,18,Phase 1,83.88,Approved,96,1.1,Online,India,2776630.15
383,Atorvastatin,Glenmark,EAST,2025-01-16 22:00:00,2020-02-10,Analgesic,929,19944.39,18528338.31,3711,Mumbai,14,Phase 4,65.91,Pending,21,3.9,Retail Pharmacy,India,345958.17
384,,Dr. Reddy's,Central,2025-01-16 23:00:00,2018-06-18,Cardiovascular,120,34958.96,4195075.2,3993,Mumbai,10,Phase 4,97.98,Approved,61,3.6,Hospital,India,3485676.73
385,Losartan,Biocon,west region,2025-01-17 00:00:00,2018-11-21,Cardiovascular,847,11877.02,10059835.94,4043,Mumbai,20,Phase 3,50.23,Pending,98,4.9,Distributor,India,4847672.63
386,Ibuprofen,Torrent,EAST,2025-01-17 01:00:00,2015-01-04,Antibiotic,911,7999.05,7287134.55,2576,Pune,49,Phase 2,97.62,Approved,60,2.1,Distributor,India,1352376.73
387,Omeprazole,Zydus,west region,2025-01-17 02:00:00,2017-12-15,Antibiotic,997,19997.98,19937986.06,1290,Pune,21,Phase 4,54.25,Approved,82,3.0,Retail Pharmacy,India,4010160.48
388,Ciprofloxacin,Cipla, North Region,2025-01-17 03:00:00,2016-03-12,Antidiabetic,564,17480.48,9858990.72,3029,Bangalore,7,Phase 2,51.25,Approved,54,1.4,Retail Pharmacy,India,779010.2
389,Amoxicillin,Glenmark,south ,2025-01-17 04:00:00,2017-12-14,Antidiabetic,282,29394.2,8289164.4,1023,Pune,35,Phase 4,60.99,Approved,85,4.2,Online,India,4621398.55
390,Paracetamol,Dr. Reddy's,Central,2025-01-17 05:00:00,2017-06-16,Analgesic,29,16785.13,486768.77,1906,Pune,32,Phase 1,80.02,Approved,61,3.0,Hospital,India,3634296.76
391,Ibuprofen,Cipla, North Region,2025-01-17 06:00:00,2017-06-15,Analgesic,328,25720.28,8436251.84,1799,Ahmedabad,5,Phase 1,70.9,Rejected,63,1.8,Retail Pharmacy,India,2831992.77
392,Amlodipine,Cipla,Central,2025-01-17 07:00:00,2015-04-09,Antibiotic,231,26752.48,6179822.88,1725,Hyderabad,49,Phase 1,82.88,Pending,50,1.2,Retail Pharmacy,India,4074342.04
393,Metformin,Glenmark,West ,2025-01-17 08:00:00,2018-04-15,Cardiovascular,643,721.65,464020.95,2952,Hyderabad,1,Phase 1,76.51,Pending,47,4.5,Retail Pharmacy,India,661464.55
394,Amlodipine,Biocon,Central,2025-01-17 09:00:00,2022-12-11,Antidiabetic,88,31536.57,2775218.16,3407,Pune,13,Phase 1,75.01,Approved,83,1.1,Hospital,India,2577441.7
395,Amlodipine,Dr. Reddy's,East Zone,2025-01-17 10:00:00,2018-09-18,Analgesic,23,27511.08,632754.8400000001,2454,Mumbai,17,Phase 2,75.11,Pending,16,3.8,Hospital,India,172786.14
396,Losartan,Cipla,SOUTH,2025-01-17 11:00:00,2019-04-12,Antibiotic,870,3098.62,2695799.4,4959,Hyderabad,42,Phase 2,89.13,Approved,32,4.5,Hospital,India,4101781.4
397,Ciprofloxacin,Torrent, North Region,2025-01-17 12:00:00,2024-09-20,Gastrointestinal,135,14062.85,1898484.75,2843,Hyderabad,28,Phase 1,75.51,Approved,24,4.1,Online,India,2472220.48
398,Ibuprofen,Zydus,NORTH ,2025-01-17 13:00:00,2019-12-20,Antidiabetic,65,26173.51,1701278.15,1055,Hyderabad,5,Phase 2,94.78,Pending,42,2.9,Online,India,2668800.69
399,Amlodipine,Cipla,souTh,2025-01-17 14:00:00,2023-06-08,Gastrointestinal,715,11999.62,8579728.3,4253,Ahmedabad,35,Phase 3,74.6,Pending,57,4.3,Online,India,2309337.46
400,Azithromycin,Zydus, east,2025-01-17 15:00:00,2018-07-23,Cardiovascular,119,10271.16,1222268.04,3206,Pune,6,Phase 4,66.37,Approved,32,2.7,Hospital,India,4367874.96
401,Ibuprofen,Zydus,west region,2025-01-17 16:00:00,2016-03-09,Vaccine,250,1444.37,361092.5,2703,Pune,28,Phase 4,97.17,Approved,65,3.7,Distributor,India,848266.97
